Price_euros
789.01
2899.0
867.0
599.9
469.0
540.0
239.0
629.0
1348.48
349.0
278.0
299.0
989.99
2620.0
1191.0
1799.0
1369.0
829.0
539.0
304.45
2254.0
1329.0
295.0
830.0
729.9
813.0
1349.0
685.0
1097.0
1039.0
2240.0
1449.0
629.0
1099.99
935.0
1011.99
1425.0
1895.0
199.0
659.0
299.0
429.0
1499.0
415.0
2680.0
426.0
999.0
1199.0
389.0
1426.66
1099.0
1820.0
1799.0
1475.0
495.0
599.0
598.9
2013.1
399.0
928.0
579.0
2198.19
1305.0
639.01
1142.0
2025.0
4899.0
499.0
776.0
499.0
489.0
1725.0
559.0
1116.02
1499.0
726.0
759.0
699.0
1870.0
999.0
2456.34
1389.0
812.0
902.0
2027.42
836.6
586.6
1943.0
549.0
959.0
1599.0
1409.0
1390.0
324.0
615.0
2699.0
450.0
1377.0
749.01
1145.0
1229.0
589.0
489.9
1249.0
685.0
403.5
879.0
244.99
889.0
2559.0
252.36
999.0
559.0
521.86
369.0
435.0
549.99
749.0
2537.45
1379.0
349.0
2299.0
819.0
1825.0
2419.0
553.0
798.0
2382.0
275.0
1191.8
485.0
1010.51
825.0
400.0
719.0
298.0
1860.99
397.0
1472.2
789.0
1089.0
443.99
679.0
769.0
269.0
1770.0
857.07
955.0
438.69
2899.0
229.0
1154.0
1407.0
2439.97
1149.0
3659.4
1468.0
1679.0
865.0
2229.0
1629.0
498.0
2449.0
1429.0
333.0
849.0
819.0
1499.0
2649.0
209.0
2499.0
2090.0
719.0
575.0
468.0
1399.95
575.0
2139.97
1099.0
2499.0
1599.0
499.0
1499.0
2051.0
695.0
931.88
846.5
800.0
1149.0
1899.0
818.35
1080.0
705.5
1229.0
1358.0
960.0
1403.0
2749.99
529.0
445.9
1187.0
418.64
1049.0
379.0
1299.0
980.0
414.9
349.0
767.8
1349.0
549.0
479.0
1479.0
1299.0
2349.0
870.0
1925.0
1099.0
910.0
739.0
599.0
349.0
1887.21
369.0
1124.0
1900.0
799.0
659.0
292.0
784.0
569.0
2449.0
2590.0
558.6
304.0
1763.0
729.0
387.0
649.0
869.0
1299.0
2445.0
2415.0
1197.0
1962.98
788.49
1304.0
839.0
859.0
1599.0
297.0
1427.0
469.01
1168.0
530.0
949.0
1799.0
568.9
1849.0
1262.0
409.0
1159.0
3055.0
1474.0
3100.0
1369.9
1669.0
1899.0
329.0
793.0
938.0
1191.0
1096.16
1799.0
797.41
1262.0
1799.0
675.0
1043.0
764.0
735.87
999.0
485.0
1116.99
1280.0
359.0
1579.0
1244.0
1869.0
691.0
649.0
638.0
2135.0
899.0
881.0
1312.49
359.99
902.0
1228.99
2040.0
945.0
325.0
955.0
1049.0
359.0
1869.0
910.0
1027.74
1179.0
309.0
364.9
655.0
855.0
395.0
806.0
860.0
989.0
1686.64
519.0
347.0
450.0
1539.0
2249.0
769.15
2299.0
459.0
1340.0
329.0
1135.0
599.0
428.0
2049.0
3890.0
794.0
1099.0
2599.0
489.0
564.0
789.0
819.0
1029.0
770.0
2589.0
1908.0
1699.0
2509.0
2089.0
1149.0
949.0
544.0
398.0
369.0
618.99
825.0
859.0
2799.0
1650.0
1891.0
419.0
720.32
1158.7
932.0
1159.0
999.0
2639.0
959.0
1639.0
2499.0
915.0
616.0
735.0
817.95
1199.0
1340.0
847.0
2419.0
1026.0
1948.99
519.0
860.0
859.01
891.0
1511.19
349.0
977.0
2029.0
1090.0
299.0
1199.0
572.0
684.8
409.0
2299.0
613.0
1349.0
265.0
1099.0
1607.96
549.0
1339.69
439.0
889.0
740.0
1690.0
1778.0
1468.0
269.0
309.0
589.0
259.0
1179.0
3012.77
699.0
1598.0
1399.0
659.0
928.0
1799.0
949.0
449.0
509.0
739.0
549.0
875.0
1265.0
911.0
1049.26
499.0
1099.0
1179.0
274.99
449.0
348.0
1298.0
521.47
698.0
369.0
1094.0
754.0
1349.0
1449.9
489.0
889.0
742.0
839.0
2799.0
1095.0
3975.0
1673.0
1135.0
689.0
1499.0
728.0
884.0
1849.0
499.0
1469.0
1549.0
1499.0
1907.99
1299.0
1180.0
344.0
649.0
940.0
1477.0
248.9
1699.0
659.0
345.99
659.0
2277.0
2499.0
1085.0
2249.0
196.0
1099.0
298.0
979.0
565.0
1813.0
1499.0
1099.0
499.0
1599.0
449.0
499.0
1029.0
737.0
1296.99
1181.27
459.0
879.0
735.07
2150.0
489.0
1460.0
973.0
899.0
1449.0
779.0
1650.0
2049.9
609.0
478.89
462.35
1260.0
569.0
2094.48
598.0
2046.0
1349.0
1294.0
1048.0
339.0
589.52
1215.38
488.99
469.0
389.0
1163.0
579.0
340.0
1483.0
569.0
1629.0
1500.0
668.48
465.0
1119.0
1649.0
288.9
1529.0
1096.0
949.0
629.0
779.0
1189.0
344.99
1229.56
299.0
224.0
522.99
1060.49
689.0
1865.0
467.0
979.0
1142.4
375.0
349.0
1199.0
699.0
318.0
1513.0
573.0
447.0
1195.0
1059.0
1268.0
1268.0
1749.0
1518.55
1185.43
659.0
1599.0
564.0
1690.0
684.0
805.99
1363.0
1499.0
500.0
1249.0
1561.0
1399.0
1859.0
258.0
321.99
559.0
449.0
659.0
879.01
750.0
274.9
1010.0
2758.0
1031.0
1749.0
1060.0
297.0
1195.0
1279.0
549.0
1713.49
951.0
1749.0
1349.0
2449.0
309.0
1890.0
949.0
398.0
985.0
389.0
441.8
621.45
989.0
1549.0
390.0
1899.0
3499.0
617.9
1130.33
249.0
1899.0
1099.0
475.0
836.0
579.0
1799.0
3240.0
465.62
812.0
1339.0
619.0
1084.0
1841.85
1207.0
1699.0
586.19
2199.0
1089.0
5499.0
1118.0
919.0
1046.44
412.0
659.0
906.62
1750.0
1018.0
1064.0
755.0
2499.0
287.9
369.0
663.0
1135.15
398.99
1099.0
914.0
647.0
1803.6
379.0
389.0
398.49
657.0
1769.0
349.0
998.0
1764.0
669.0
2041.0
699.0
1265.0
899.0
649.0
469.0
447.0
451.0
229.0
685.0
669.0
1486.77
319.0
1099.99
719.0
739.0
1186.0
1738.27
509.0
869.0
1999.0
348.0
1191.8
2625.0
1189.0
1476.11
1292.0
979.0
1499.0
249.0
1875.0
1649.0
949.0
585.0
2171.72
1680.0
684.99
385.0
1095.0
398.99
2868.99
3949.4
798.01
488.69
459.0
985.0
1749.0
1199.0
1030.99
1299.0
2299.0
895.0
1950.0
1082.0
1757.42
1760.0
535.0
1903.0
619.0
977.0
899.0
272.0
2813.75
2325.0
1119.0
990.0
490.0
960.0
1970.0
2858.0
277.99
1094.0
949.0
2289.99
549.0
1165.0
1299.0
399.0
2824.0
1398.99
270.62
1600.0
949.0
1399.0
1049.0
2122.0
898.9
375.0
1166.97
367.0
3299.0
339.0
705.15
2968.0
2199.0
1419.0
2408.0
1315.0
1969.0
699.0
745.0
639.0
639.0
260.0
785.0
245.0
1196.0
2103.34
2229.0
1300.0
389.0
499.0
579.0
810.0
832.0
1099.0
2199.0
1499.0
1269.0
979.0
4389.0
1858.0
393.49
1072.0
545.67
2399.0
2226.0
1458.0
1492.8
2064.9
403.0
1899.0
1090.0
2049.0
935.0
1018.99
498.0
1498.0
1149.0
481.98
1119.0
1498.0
989.0
1103.0
899.0
879.0
1949.0
579.0
1495.0
800.0
1070.0
1534.0
1849.0
929.0
1379.0
1700.0
1169.0
799.0
1129.0
638.8
722.0
1249.26
1275.0
1109.0
289.0
629.0
499.0
708.06
1798.0
2339.0
2014.0
1144.5
1488.99
368.0
3147.37
799.0
2397.0
1299.0
602.0
1900.0
1195.0
959.0
669.0
849.0
1829.0
2299.0
306.0
629.0
742.0
2774.63
559.0
1749.0
2048.9
1748.9
787.0
1279.0
520.9
898.94
1399.0
1877.0
1272.0
1775.0
1009.9
749.0
539.0
476.99
459.9
1213.0
655.01
2800.0
468.0
829.0
1799.0
769.0
2330.0
274.0
1590.0
255.0
419.0
2663.0
1339.0
889.0
1819.0
1399.0
1126.71
2153.37
565.0
847.0
795.99
2999.0
1535.0
1017.0
1399.0
1062.95
439.0
693.99
1165.0
1055.0
938.0
470.34
249.0
1624.0
